dist_fx,dist_fy,dist_fz,dist_mx,dist_my,dist_mz
0.0,0.0,0.0,0.0,0.0,0.0
-0.003846583852950768,4.1888185752792714e-05,0.02009134043644333,-0.00019181874696565113,-0.0034189492373379706,0.00020047516772791994
0.011286273589767007,0.00025694280647469466,0.05657340819005214,-0.0008081745885587472,-0.005890363726205126,-0.001910129877481249
0.030780668291409127,0.0006639084451026758,0.09808297680797468,-0.0013259213186205287,-0.004918447583446012,-0.006101884947470123
0.05335234061952676,0.0012556288325619896,0.1431483838447518,-0.0016925840386291992,-0.006992722611497263,-0.010776521596228644
0.07792076311025893,0.0016132729973015372,0.19035629346965538,-0.00022452557633775234,-0.010329102906467687,-0.01577934081263858
0.10331520479410262,0.0018164816502963897,0.23782580951105795,0.0015147967398499269,-0.014054636331934092,-0.020980799734912625
0.12926931331911465,0.0019404085138331971,0.2853353603485159,0.00299868097044317,-0.01797461328230726,-0.026155499416635513
0.15549369027616194,0.0020150125606574407,0.33246255923469226,0.004153079818323877,-0.022002130446562466,-0.031237288059663644
0.18203917398428948,0.002093121339301134,0.3793074382108799,0.004951379512210345,-0.026024742275692517,-0.03614435694627361
0.2087071304532249,0.0021683555051958533,0.4255554157575578,0.005527012277713056,-0.030069792379679352,-0.040874187599199606
0.23557630925656486,0.0022682328382052554,0.47135822245160464,0.0058997873837754854,-0.03403574984292516,-0.045354605454477906
0.2624809346072173,0.002379506091842046,0.5164435904337854,0.006151039071427887,-0.03798038003034918,-0.049593737979442006
0.28947926281497927,0.0025160956857728555,0.5609694714436994,0.0063018551300430235,-0.04180843820523546,-0.053495181987760175
0.31643013927244634,0.0026676662092329196,0.6046841175807435,0.006373937876934811,-0.045605694366084075,-0.05706731550144147
0.34338563693679597,0.002844107187779333,0.6477511724579762,0.006385782883315667,-0.049235552408420084,-0.05983779469904992
0.37023364653664,0.0030356933732909835,0.6899231700921586,0.0063433979584160355,-0.05277728617681763,-0.061246093575348916
0.39700768260507563,0.0032494773743369184,0.7313593166861999,0.0062628609780975945,-0.05607801160672518,-0.061580514501098964
0.42360784145165253,0.003474168933468332,0.7717803843723982,0.006146196182526993,-0.0592384338158608,-0.061725697713065866
0.45004519944660626,0.00371107640094241,0.8113263571358836,0.006019058921509423,-0.06207580998455036,-0.06153303994918413
0.476256091935995,0.003957882473283681,0.8497887521610287,0.005860969983473247,-0.06463683828342691,-0.06135226018518258
0.5022387759415916,0.004211171815688112,0.887254683611539,0.005719122636638635,-0.0653795825543058,-0.061179514754458875
0.5279185511522484,0.004469110213053126,0.9234622345758828,0.005551207517139482,-0.06525744011219116,-0.061081570698051
0.5532961342101337,0.004732043122824393,0.9585483923353322,0.0054035979668822795,-0.06291375551444343,-0.061044634692398826
0.5782977112251682,0.0049956679225294795,0.9921766899819725,0.0052457000131939276,-0.06063366615142901,-0.061107287282107035
0.6029103292652765,0.005263790990408988,1.0244874433088957,0.005105740455753331,-0.05798695507728898,-0.06125196445145622
0.6270593234028444,0.0055293939761243095,1.0550456114146776,0.004969372236380967,-0.055376766809041564,-0.061526701018791305
0.6507219199399243,0.005800414664266035,1.084001598755221,0.004850322346881219,-0.052458843638222084,-0.061860073341768795
0.6738161382852544,0.006065889686987732,1.1106736452659085,0.004750590572159031,-0.04953296921418371,-0.06242540466174357
0.696287979827326,0.00633553526219448,1.1350511072828726,0.004663388297809806,-0.04639535082306725,-0.06291638559711218
0.718046356969155,0.006608295063866142,1.155827647046934,0.004573503811103482,-0.04319776791338435,-0.06343205977412227
0.7389786623554585,0.006883789272347904,1.1641620448229286,0.00447217284819816,-0.039953909772189225,-0.06427135164560197
0.7589478338069414,0.007143088033670492,1.1456637850784475,0.004444326988022109,-0.03666586122919763,-0.06489676326275616
0.7777878841418276,0.00740717676689196,1.1235351015990191,0.004373001612020655,-0.03330734489525731,-0.06577588604653274
0.7952221848601723,0.0076563569068930784,1.0991824579449356,0.004364371412980496,-0.029906175370517703,-0.06662183488502033
0.8108284185821524,0.00790041723174762,1.0732032584475097,0.004359989939645482,-0.026436224910295424,-0.0674670905021872
0.8192254933068596,0.008140909210070177,1.0458349334310517,0.004348086666767618,-0.022926756340910827,-0.06844609521251509
0.8185542345086229,0.008366560044925633,1.0172934852780502,0.00437124997300799,-0.01940669716298321,-0.06939150170685429
0.8101438809117683,0.008584323192982742,0.9877345647911683,0.0043858924888849305,-0.01586981564725015,-0.07036977334753233
0.7953165712533105,0.00879306850265713,0.95735846721503,0.004427923402375445,-0.012266958549439811,-0.071367069787956
0.7792643788809924,0.00899108239148371,0.9262766319341759,0.004508571759126776,-0.008587835715008891,-0.07236007791135836
0.7622401619479929,0.009186642048371683,0.8945455604554123,0.00457316678622753,-0.004856311682987988,-0.07345708046758173
0.7443992698490443,0.009365627815711885,0.8621944063013134,0.004682057478175787,-0.001097856687159728,-0.07452139245370891
0.7258455912027667,0.009540911903283494,0.8292737776436886,0.0047549739639412,0.0026781934907959314,-0.07565465627384138
0.7066618705236187,0.009695603296635267,0.795840914104842,0.004890002651868648,0.006476438147495006,-0.07669108094080425
0.6869172088136877,0.00985334717293696,0.7619457917517564,0.00496480544673418,0.010303660955971834,-0.07785037553870629
0.6666671392287891,0.009983019162857602,0.7276097545351546,0.005141968269273867,0.01414703392425294,-0.07889084320591438
0.6459562404125514,0.010117512749820076,0.6928483906429451,0.005223432266926296,0.017991418840285343,-0.08004186078329166
0.6248192284588499,0.010226776204326157,0.6577090728452797,0.0053948536980497055,0.021843319410079637,-0.08108253144905872
0.6032985802512325,0.010338654398436151,0.6222158647219768,0.005500782630346719,0.025709524302113825,-0.08221628291234671
0.5814293724876288,0.010423269178573908,0.5863648582538088,0.005694111688684427,0.029568812239218232,-0.08325226184480465
0.5592414145832738,0.010510864900855689,0.5501355729202144,0.005778245258055816,0.033386331051946876,-0.08436405042079007
0.536751771353591,0.010565624393260323,0.5135530204020837,0.005952669624323878,0.03715019509325708,-0.08531650771163558
0.513985557438463,0.010624354709525288,0.4766746655380649,0.0060421838176902215,0.04089887862110896,-0.08632256232001045
0.4909709193433306,0.01066198721967232,0.4395337982472897,0.006219156683941419,0.044648628604948316,-0.08727675351218434
0.46773486429975036,0.010697404632520157,0.4021142742663522,0.006342154889085159,0.04836625797995265,-0.08829485990224689
0.4442978625489178,0.010709170866777957,0.3644044448304745,0.0065104131270868615,0.0520199630808696,-0.08922796492708458
0.42067970414348765,0.010721265340255429,0.32639287509955545,0.006577955664128661,0.0555777398773904,-0.0901918165781941
