time,px,py,pz,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,goal_x,goal_y,goal_z,goal_used_x,goal_used_y,goal_used_z,u_front,u_left,u_rear,u_right,u_yaw_bias,solve_time,dist_fx,dist_fy,dist_fz,dist_mx,dist_my,dist_mz
0.0,0.0,0.0,0.2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.709259371485838,5.709259371485838,5.709259371485838,5.709259371485838,0.0,0.0013208259915700182,0.0,0.0,0.0,0.0,0.0,0.0
0.0010437965393066406,0.0,0.0,0.2013,1.0,0.0,0.0,0.0,-6.046159769274485e-05,2.4778771096818205e-05,0.01724567979164143,-0.0007649760818786336,-0.0018665746598511212,-1.1439532149657382e-07,0.0,0.0,1.0,0.0,0.0,1.0,10.049999999999972,10.049999999999976,10.049999999999978,10.049999999999974,1.109868663319721e-07,0.0008458820084342733,0.0,0.0,0.0,0.0,0.0,0.0
0.002184629440307617,-3.0230798846372425e-07,1.2389385548409102e-07,0.2013862283989582,0.9999999999872835,-1.9124402046884775e-06,-4.6664366496080225e-06,-2.859883037402223e-10,-0.00018732066891667703,7.678076438218697e-05,0.15637704295805185,-0.00237039333979699,-0.0057829681092686136,-3.425488367197432e-07,0.0,0.0,1.0,0.0,0.0,1.0,10.05,10.05,10.05,10.05,1.4015014835939137e-07,0.0010248710023006424,0.0,0.0,0.0,0.0,0.0,0.0
0.0031464099884033203,-1.8732066891667703e-06,7.678076438218698e-07,0.20286377042958054,0.9999999995117315,-1.1851966697055969e-05,-2.8914840541636996e-05,-1.712744183319956e-09,-0.00037835649454739316,0.0001551322327080326,0.31274316590599816,-0.004740754549608388,-0.01156419747343941,-5.978991120131176e-07,0.0,0.0,1.0,0.0,0.0,1.0,10.049999999999864,10.049999999999894,10.049999999999898,10.049999999999866,2.4159018916747486e-07,0.0008419939986197278,0.0,0.0,0.0,0.0,0.0,0.0
0.010706901550292969,-1.4565350462770615e-06,5.970855061100716e-07,0.20239998101900897,0.9999999997073302,-9.176244493237826e-06,-2.2386069174215156e-05,-1.2598228569152225e-09,-0.00033750609266152044,0.00013837366774296925,0.26636599393103083,-0.004205620216723778,-0.010259641298665313,-6.090216542608425e-07,0.0,0.0,1.0,0.0,0.0,1.0,10.049999999999953,10.05,10.05,10.05,2.3199951014360346e-07,0.0018599519971758127,0.0,0.0,0.0,0.0,0.0,0.0
0.011758089065551758,-3.144065509584664e-06,1.288953844824918e-06,0.2037318109886641,0.9999999986524573,-1.96902950253273e-05,-4.8035172402211346e-05,-2.782382811749149e-09,-0.0005339069981497065,0.00021892322816971158,0.4227270874074702,-0.006575971257076785,-0.016041126406824566,-9.711416397498087e-07,0.0,0.0,1.0,0.0,0.0,1.0,10.04999999998366,10.049999999999926,10.049999999999999,10.049999999999287,3.500120830788848e-07,0.0008852640021359548,0.0,0.0,0.0,0.0,0.0,0.0
0.012850046157836914,-4.126070037025594e-06,1.6917016469586296e-06,0.20451361645604632,0.9999999977194755,-2.5616172613524748e-05,-6.248888514752512e-05,-3.6877090776172975e-09,-0.0005444004224339901,0.00022324031674423984,0.4227028257424924,-0.00657591563035753,-0.01604095853319759,-1.1159365946242876e-06,0.0,0.0,1.0,0.0,0.0,1.0,10.049999999999862,10.049999999999914,10.049999999999924,10.049999999999889,4.2197880267719217e-07,0.000986087994533591,0.0,0.0,0.0,0.0,0.0,0.0
0.0140838623046875,-6.900539270616963e-06,2.82948867355247e-06,0.2066270092764339,0.9999999938532114,-4.2055822535889196e-05,-0.00010259086164196316,-6.839571540575369e-09,-0.0007631686877571953,0.0003129753475359967,0.579039629158762,-0.008946210213905315,-0.021822506166138678,-1.6037043199866222e-06,0.0,0.0,1.0,0.0,0.0,1.0,10.049992486268822,10.049999999994043,10.049999999995801,10.04999999998581,5.668487403704314e-07,0.0011370090069249272,0.0,0.0,0.0,0.0,0.0,0.0
0.01994919776916504,-6.8853510822539095e-06,2.823212347954852e-06,0.20662709010132516,0.9999999938531592,-4.205591456110878e-05,-0.00010259133342765171,-6.582288334392509e-09,-0.0007592208242722281,0.0003113514670466203,0.5790359631742628,-0.008946202025686377,-0.021822196743984605,-1.6313722008501063e-06,0.0,0.0,1.0,0.0,0.0,1.0,10.04999999999999,10.049999999999999,10.049999999999999,10.049999999999997,6.01760017247191e-07,0.0013604919950012118,0.0,0.0,0.0,0.0,0.0,0.0
0.022110939025878906,-1.068145520361505e-05,4.379969683187954e-06,0.20952226991719647,0.9999999855773779,-6.442141934247281e-05,-0.00015714682476663443,-1.0660844680462401e-08,-0.000988523798955185,0.0004054004109699422,0.735337527935829,-0.011316417219452696,-0.027603532072338045,-2.3388409060320144e-06,0.0,0.0,1.0,0.0,0.0,1.0,9.821804911300255,9.881863947580243,9.907159095626556,9.847100059346579,8.15427432769389e-07,0.0019298400002298877,0.0,0.0,0.0,0.0,0.0,0.0
0.023516178131103516,-1.1827970077029834e-05,4.850214402804563e-06,0.2103037777410043,0.9999999828023447,-7.03469571470152e-05,-0.0001716001628946805,-1.2429576904173532e-08,-0.0007626465671318849,0.00031968239412097767,0.727770987875535,-0.00841660331345167,-0.020009592476202587,-2.2164907929459523e-06,0.0,0.0,1.0,0.0,0.0,1.0,9.988876492874283,10.049999999960745,10.049999999970405,10.026281540657402,7.610391740932143e-07,0.001245737003046088,0.0,0.0,0.0,0.0,0.0,0.0
0.024834632873535156,-1.451181675357276e-05,6.020036289164629e-06,0.2139047999800805,0.9999999759289779,-8.413893006092187e-05,-0.0002026392945820364,-1.7774486396637617e-08,-0.000924784311411034,0.00039523351607881465,0.8898098333583124,-0.009759785275554525,-0.02260474322859012,-3.1761393178535265e-06,0.0,0.0,1.0,0.0,0.0,1.0,8.931636334473499,8.994731384038074,9.011878228576624,8.960809450544744,1.2231151017051816e-06,0.0011844170076074079,0.0,0.0,0.0,0.0,0.0,0.0
